design_name,predicted_final_qor,true_final_qor,mape,true_qor_step_1,pred_qor_step_1,true_qor_step_2,pred_qor_step_2,true_qor_step_3,pred_qor_step_3,true_qor_step_4,pred_qor_step_4,true_qor_step_5,pred_qor_step_5,true_qor_step_6,pred_qor_step_6,true_qor_step_7,pred_qor_step_7,true_qor_step_8,pred_qor_step_8,true_qor_step_9,pred_qor_step_9,true_qor_step_10,pred_qor_step_10,true_qor_step_11,pred_qor_step_11,true_qor_step_12,pred_qor_step_12,true_qor_step_13,pred_qor_step_13,true_qor_step_14,pred_qor_step_14,true_qor_step_15,pred_qor_step_15,true_qor_step_16,pred_qor_step_16,true_qor_step_17,pred_qor_step_17,true_qor_step_18,pred_qor_step_18
max_orig.bench,170.9942,175.0,2.2890275344252586,287.0,292.56857,234.0,230.58273,234.0,229.6121,234.0,228.96088,234.0,229.01727,234.0,229.35558,234.0,226.9177,234.0,226.4299,234.0,226.70934,234.0,225.09814,299.0,301.46512,204.0,198.8828,204.0,199.4724,204.0,197.46877,191.0,191.40224,191.0,190.62381,191.0,190.14,175.0,170.9942
aes_secworks_orig.bench,31.65799,33.0,4.0666986256837845,38.0,36.51134,35.0,33.81618,35.0,34.845966,35.0,33.725105,35.0,34.077534,35.0,33.136063,35.0,33.91152,35.0,33.191257,35.0,33.95005,35.0,33.479027,35.0,33.54104,35.0,33.72573,35.0,33.7345,35.0,33.218853,35.0,33.445457,35.0,33.272743,43.0,41.99205,33.0,31.65799
max_orig.bench,175.94434,177.0,0.5964203737676144,287.0,292.3701,234.0,230.57051,234.0,229.56282,234.0,229.85454,227.0,225.01048,227.0,226.81357,227.0,225.05042,194.0,192.98227,194.0,194.45346,194.0,192.65872,194.0,192.07684,185.0,183.73975,185.0,184.17046,185.0,182.30453,177.0,177.32187,177.0,177.35823,177.0,176.1023,177.0,175.94434
tv80_orig.bench,47.881638,51.0,6.114436313509941,53.0,51.09906,53.0,51.241276,53.0,51.16207,53.0,51.04042,53.0,50.711548,53.0,50.526424,53.0,50.298687,53.0,50.63336,53.0,50.373867,53.0,50.58117,53.0,50.261627,53.0,50.43396,53.0,50.395947,53.0,50.30371,53.0,50.651173,53.0,50.429466,53.0,50.39041,51.0,47.881638
tv80_orig.bench,47.833687,50.0,4.332626238465309,53.0,51.782917,53.0,51.825382,53.0,51.662415,52.0,51.648144,52.0,51.714897,52.0,51.377495,52.0,51.293716,52.0,51.62115,52.0,51.822014,52.0,51.603672,52.0,51.4858,52.0,51.068604,52.0,51.151752,52.0,51.516335,52.0,51.25022,52.0,50.84146,52.0,51.17504,50.0,47.833687
aes_secworks_orig.bench,31.24155,33.0,5.32863512635231,38.0,36.51134,35.0,33.81618,35.0,34.962505,35.0,33.61449,35.0,32.9257,35.0,33.386723,35.0,33.68822,35.0,33.515293,35.0,33.96468,35.0,33.2594,35.0,33.47355,35.0,32.67901,35.0,32.76857,35.0,33.404938,35.0,33.505417,35.0,32.9511,43.0,42.21039,33.0,31.24155
max_orig.bench,188.75226,186.0,1.4797087758779526,287.0,292.56857,287.0,293.3085,287.0,293.36417,287.0,291.81754,287.0,292.91553,287.0,291.17648,287.0,291.96545,287.0,291.05298,287.0,288.41428,287.0,290.6017,306.0,309.10648,208.0,206.71623,208.0,206.31958,208.0,205.02509,201.0,199.89291,201.0,199.45105,201.0,199.47548,186.0,188.75226
aes_secworks_orig.bench,32.15036,33.0,2.574666403234005,38.0,35.663834,38.0,36.386795,35.0,33.915367,35.0,33.59092,35.0,34.420425,35.0,34.458042,35.0,33.67787,35.0,33.701786,35.0,33.17122,35.0,33.37112,35.0,33.25773,35.0,33.55291,35.0,34.323875,35.0,33.51297,35.0,33.53965,35.0,33.92224,35.0,34.17093,33.0,32.15036
tv80_orig.bench,59.25447,59.0,0.43130647391080856,53.0,52.45282,55.0,53.22995,55.0,53.447147,55.0,53.95934,55.0,53.951736,55.0,55.649395,56.0,55.553226,56.0,55.284306,56.0,55.94662,57.0,55.42898,69.0,65.07346,69.0,67.24082,69.0,66.04696,69.0,67.32603,67.0,66.61649,67.0,67.995125,68.0,68.738655,59.0,59.25447
tv80_orig.bench,47.59322,50.0,4.813560470938683,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075294,52.0,50.48599,52.0,50.35644,52.0,50.508102,52.0,50.55149,52.0,50.547325,52.0,50.401344,52.0,50.508583,52.0,49.81377,52.0,49.962902,52.0,50.042744,52.0,50.136578,52.0,49.875008,52.0,49.381897,50.0,47.59322
tv80_orig.bench,48.222992,49.0,1.5857307240366936,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.822403,52.0,50.46507,52.0,50.43121,52.0,50.706436,52.0,50.546837,52.0,50.67617,52.0,50.375423,52.0,50.496273,52.0,50.4744,52.0,50.49253,52.0,50.722214,52.0,50.339973,52.0,50.617188,49.0,48.222992
aes_secworks_orig.bench,31.696335,33.0,3.95050048828125,41.0,37.77684,37.0,35.789825,37.0,35.580933,37.0,34.85565,37.0,34.31495,37.0,34.35391,36.0,33.87827,36.0,33.724293,36.0,33.525475,36.0,33.810783,36.0,34.267693,36.0,34.242218,36.0,33.65574,36.0,34.515896,41.0,39.574455,41.0,37.826122,46.0,44.863953,33.0,31.696335
tv80_orig.bench,47.670647,50.0,4.658706486225128,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.07529,52.0,50.753468,52.0,50.54461,52.0,50.35585,52.0,50.281487,52.0,50.38642,52.0,50.361153,52.0,50.22709,52.0,50.33038,52.0,50.20801,52.0,50.310417,52.0,50.640842,52.0,50.218697,52.0,50.3125,50.0,47.670647
tv80_orig.bench,48.264717,52.0,7.183236628770828,53.0,51.09906,53.0,51.34449,53.0,51.491287,53.0,51.093884,53.0,50.628365,53.0,50.668118,53.0,50.43782,53.0,50.654625,53.0,50.590984,53.0,50.64517,53.0,50.38216,53.0,50.44553,53.0,50.418274,53.0,50.47889,53.0,51.30273,53.0,50.409233,53.0,50.447807,52.0,48.264717
max_orig.bench,169.42604,174.0,2.6287123560905457,287.0,293.88568,234.0,230.46515,234.0,228.66142,234.0,229.1679,234.0,229.37096,234.0,229.04889,234.0,227.20633,202.0,196.97733,202.0,197.98804,202.0,196.33325,292.0,296.9852,202.0,196.2019,202.0,195.86255,202.0,194.54575,190.0,189.16727,190.0,187.84357,187.0,184.39108,174.0,169.42604
max_orig.bench,158.75372,167.0,4.9378901720047,234.0,227.53616,234.0,228.5321,234.0,227.96584,234.0,229.23358,227.0,222.81102,227.0,223.50502,226.0,221.11243,199.0,189.85419,199.0,189.89473,199.0,188.80128,199.0,188.6677,191.0,179.06384,191.0,179.10693,191.0,177.47865,181.0,172.89143,181.0,173.85681,181.0,169.9422,167.0,158.75372
max_orig.bench,198.72246,201.0,1.133105531334877,287.0,293.4894,287.0,291.09537,287.0,290.2093,287.0,289.16678,287.0,289.2737,287.0,289.5723,287.0,291.6474,287.0,291.34848,287.0,289.29324,287.0,290.979,306.0,309.6169,208.0,206.17078,208.0,206.0618,208.0,205.06674,201.0,199.63766,201.0,199.35841,201.0,199.28027,201.0,198.72246
aes_secworks_orig.bench,31.739433,33.0,3.819899260997772,38.0,36.303238,38.0,36.448074,38.0,36.929848,38.0,36.294834,38.0,35.868248,38.0,35.54708,38.0,34.99454,37.0,35.326923,37.0,34.648857,37.0,35.418953,36.0,31.144472,34.0,32.251778,34.0,33.136208,34.0,33.3723,38.0,34.474785,38.0,34.292526,46.0,45.75563,33.0,31.739433
max_orig.bench,194.48088,196.0,0.7750608492642641,287.0,287.52615,287.0,290.3559,287.0,290.56772,287.0,290.05118,287.0,290.80887,287.0,288.76025,217.0,223.20015,217.0,220.18398,217.0,220.93356,217.0,218.93782,292.0,301.9537,208.0,205.26523,208.0,205.52,208.0,203.31909,202.0,199.36653,202.0,199.25253,202.0,198.77577,196.0,194.48088
tv80_orig.bench,48.27045,49.0,1.4888763427734375,53.0,51.09906,53.0,51.344486,53.0,51.28908,52.0,51.121544,52.0,50.807995,52.0,50.741913,52.0,50.603798,52.0,50.730976,52.0,50.456093,52.0,50.812828,52.0,50.351448,52.0,50.49839,52.0,50.37213,52.0,50.45628,52.0,50.761414,52.0,50.40458,52.0,50.482437,49.0,48.27045
tv80_orig.bench,48.41349,50.0,3.173019364476204,53.0,52.486443,53.0,53.32442,53.0,52.56261,52.0,51.486996,52.0,51.841957,52.0,51.818333,52.0,51.490166,52.0,51.416115,52.0,52.13408,52.0,51.958626,52.0,51.530167,52.0,51.54066,52.0,51.439163,52.0,51.94523,52.0,51.512684,52.0,51.71573,52.0,51.531418,50.0,48.41349
max_orig.bench,202.39034,219.0,7.584322243928909,287.0,291.65994,287.0,292.22476,287.0,291.9757,287.0,291.84137,287.0,291.88297,287.0,291.658,229.0,225.3339,229.0,224.89697,229.0,225.67224,229.0,224.8164,301.0,305.08582,301.0,301.2477,219.0,211.8567,219.0,207.73712,219.0,207.17604,219.0,206.16064,219.0,205.58989,219.0,202.39034
tv80_orig.bench,49.501137,50.0,0.9977264329791069,53.0,52.486443,53.0,51.602745,53.0,51.934334,52.0,51.449333,52.0,51.60143,52.0,51.4802,52.0,51.7144,52.0,51.542637,52.0,51.059563,52.0,51.221016,52.0,50.736214,52.0,51.073547,52.0,51.027985,52.0,51.707535,52.0,51.823944,52.0,52.00035,52.0,51.24997,50.0,49.501137
aes_secworks_orig.bench,31.239086,33.0,5.336102470755577,38.0,37.159454,35.0,33.732563,35.0,34.4617,35.0,33.553864,35.0,32.818756,35.0,33.2747,35.0,33.708694,35.0,33.567577,35.0,33.514576,35.0,33.785072,35.0,33.243336,35.0,32.57662,35.0,32.267548,35.0,33.19285,35.0,33.41453,35.0,32.960125,43.0,42.50607,33.0,31.239086
tv80_orig.bench,59.929276,64.0,6.360507011413574,53.0,52.486443,53.0,51.736904,53.0,51.88459,53.0,51.66048,53.0,51.872475,53.0,51.847603,53.0,51.997307,53.0,52.863598,53.0,52.92937,53.0,52.1415,63.0,62.40566,63.0,63.712772,63.0,63.12601,63.0,61.64001,64.0,62.86776,64.0,63.29084,64.0,64.91244,64.0,59.929276
aes_secworks_orig.bench,32.132656,41.0,21.627667546272278,41.0,37.741352,41.0,37.564606,38.0,36.656868,35.0,33.70987,35.0,33.870224,35.0,33.68225,35.0,33.75199,35.0,33.694218,35.0,33.785427,35.0,33.4356,35.0,33.59502,35.0,32.994987,35.0,32.990395,35.0,33.28912,35.0,33.475388,33.0,32.124825,41.0,41.551487,41.0,32.132656
tv80_orig.bench,49.844154,52.0,4.145856946706772,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.639687,52.0,50.664238,52.0,50.427635,52.0,50.744835,52.0,50.557957,52.0,50.62268,52.0,50.35389,52.0,50.510277,52.0,50.365204,52.0,50.476387,52.0,50.693924,52.0,50.331017,52.0,50.385124,52.0,49.844154
aes_secworks_orig.bench,32.5144,35.0,7.101713120937347,41.0,37.77684,37.0,35.789825,37.0,36.1532,37.0,35.001526,36.0,34.224453,36.0,34.4729,36.0,34.00348,36.0,34.10535,36.0,34.16044,36.0,34.118202,36.0,33.86416,36.0,34.241314,36.0,34.171185,36.0,35.0337,41.0,40.338753,41.0,39.398018,41.0,39.439285,35.0,32.5144
max_orig.bench,158.66779,159.0,0.20893984474241734,234.0,227.53616,234.0,227.72969,234.0,228.61812,234.0,229.58592,227.0,223.971,227.0,226.81708,221.0,221.92981,192.0,188.77974,192.0,189.8019,192.0,188.64825,192.0,188.27798,182.0,178.84274,182.0,178.67581,182.0,177.18396,173.0,172.94287,173.0,173.91989,173.0,171.74243,159.0,158.66779
tv80_orig.bench,47.930847,49.0,2.1819446235895157,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.075287,52.0,50.711727,52.0,50.37101,52.0,50.54345,52.0,50.609882,52.0,50.69464,52.0,50.65526,52.0,50.18157,52.0,50.011433,52.0,50.30023,52.0,50.310944,52.0,50.18006,52.0,50.15379,52.0,50.03112,49.0,47.930847
tv80_orig.bench,50.98737,52.0,1.9473662599921227,53.0,52.486443,53.0,51.736904,53.0,52.02153,53.0,51.79043,53.0,51.889503,53.0,51.627724,53.0,52.003437,53.0,52.742836,53.0,52.836,53.0,52.180576,53.0,51.918648,53.0,52.163097,53.0,51.93074,53.0,52.75035,57.0,56.734688,57.0,53.722908,57.0,55.081993,52.0,50.98737
aes_secworks_orig.bench,31.454067,33.0,4.684644937515259,41.0,37.77684,37.0,35.789825,37.0,35.580933,37.0,34.85565,37.0,34.31495,37.0,34.442715,36.0,33.983643,36.0,33.673214,36.0,33.545937,36.0,33.762413,35.0,33.13119,35.0,34.28868,35.0,33.618378,35.0,34.5157,40.0,39.602272,40.0,39.615562,46.0,44.92237,33.0,31.454067
max_orig.bench,163.70107,167.0,1.975410059094429,287.0,292.56857,234.0,230.58273,234.0,227.66202,234.0,228.91023,227.0,224.21992,227.0,225.7553,227.0,224.89944,194.0,193.4946,194.0,194.453,194.0,192.87292,194.0,192.66489,185.0,185.19908,185.0,186.6972,185.0,184.41629,176.0,179.45078,176.0,179.48477,176.0,178.16212,167.0,163.70107
aes_secworks_orig.bench,31.871098,33.0,3.420916572213173,38.0,36.90044,37.0,35.80421,37.0,35.75724,35.0,33.64182,35.0,33.27233,35.0,34.13611,35.0,33.699432,35.0,32.808315,33.0,33.2017,33.0,33.895947,33.0,33.927643,33.0,33.420547,33.0,33.562828,33.0,33.64471,36.0,39.015686,36.0,37.430157,46.0,44.21029,33.0,31.871098
tv80_orig.bench,47.905434,50.0,4.189132526516914,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.822403,52.0,50.622864,52.0,50.402084,52.0,50.702053,52.0,50.434353,52.0,50.687775,52.0,50.30819,52.0,50.482082,52.0,50.48041,52.0,50.478683,52.0,50.78304,52.0,50.330933,52.0,50.302467,50.0,47.905434
tv80_orig.bench,49.6588,51.0,2.6298074051737785,53.0,52.486443,53.0,52.246517,53.0,52.025093,52.0,51.416336,52.0,51.696724,52.0,51.530457,52.0,51.59067,52.0,51.76922,52.0,51.659515,52.0,51.756042,52.0,50.974545,52.0,51.157574,52.0,51.55737,52.0,51.789894,52.0,51.619118,52.0,52.313892,52.0,51.10147,51.0,49.6588
tv80_orig.bench,48.205254,50.0,3.5894926637411118,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.639687,52.0,50.664238,52.0,50.427635,52.0,50.744835,52.0,50.55796,52.0,50.666702,51.0,49.57803,51.0,50.836754,51.0,50.69205,51.0,51.059887,51.0,51.11001,51.0,50.33516,51.0,50.73677,50.0,48.205254
max_orig.bench,164.76743,171.0,3.6447804421186447,287.0,290.74277,234.0,230.86336,234.0,227.8656,234.0,227.93567,234.0,226.94756,234.0,227.49385,234.0,225.66766,201.0,192.89127,201.0,194.3052,201.0,192.87875,293.0,292.15204,187.0,187.0815,187.0,186.8844,187.0,186.04428,187.0,183.96793,187.0,182.0188,187.0,182.42645,171.0,164.76743
max_orig.bench,161.17728,161.0,0.11010969756171107,287.0,293.4894,234.0,231.0163,234.0,230.68597,234.0,230.49286,227.0,224.72363,227.0,227.03543,227.0,225.79729,194.0,192.7507,194.0,193.7275,194.0,192.2003,194.0,191.72346,185.0,183.55795,185.0,183.81314,185.0,181.95282,177.0,177.0432,177.0,177.2496,177.0,175.86296,161.0,161.17728
aes_secworks_orig.bench,31.317945,35.0,10.520155727863312,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.94055,35.0,33.125557,35.0,33.69676,35.0,33.33073,35.0,33.252914,35.0,33.102386,35.0,33.72644,35.0,33.066925,35.0,32.88407,35.0,33.299965,35.0,33.718033,35.0,33.958324,35.0,34.195732,43.0,42.47468,35.0,31.317945
tv80_orig.bench,48.969723,51.0,3.980935737490654,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.639687,52.0,50.381386,52.0,50.398933,52.0,50.708336,52.0,50.47914,52.0,50.43483,52.0,50.336197,52.0,50.44936,52.0,50.334232,52.0,50.527122,52.0,50.617622,52.0,50.42567,52.0,50.44394,51.0,48.969723
max_orig.bench,169.44946,174.0,2.6152512058615685,287.0,291.44705,234.0,231.0415,234.0,229.42792,234.0,228.48032,234.0,228.88129,234.0,227.90219,234.0,226.57883,202.0,197.21255,202.0,197.0959,202.0,195.709,292.0,295.8235,202.0,196.64397,202.0,195.96631,202.0,194.98422,190.0,188.7452,190.0,187.74664,187.0,184.6785,174.0,169.44946
tv80_orig.bench,55.285076,54.0,2.379770576953888,53.0,52.486443,53.0,51.736904,53.0,51.884586,53.0,51.66048,53.0,50.339645,53.0,52.139816,53.0,52.302456,53.0,52.61062,53.0,52.451817,53.0,51.31083,63.0,62.190907,63.0,61.052704,63.0,60.970654,63.0,60.46698,62.0,61.41021,62.0,62.26438,64.0,64.61744,54.0,55.285076
max_orig.bench,161.87798,165.0,1.892136037349701,287.0,293.81958,234.0,229.94624,234.0,228.91959,234.0,228.17938,227.0,223.60641,227.0,224.93594,227.0,223.75757,194.0,192.71693,194.0,193.90964,194.0,192.37387,194.0,191.9949,179.0,180.29109,179.0,183.56729,179.0,181.88773,176.0,177.94629,176.0,177.50131,176.0,172.25342,165.0,161.87798
aes_secworks_orig.bench,31.504187,33.0,4.532767832279205,41.0,37.741352,38.0,36.461357,35.0,33.976562,35.0,33.31201,35.0,33.699814,35.0,33.432755,35.0,33.644928,35.0,33.382355,35.0,33.51791,35.0,33.58628,35.0,32.936264,35.0,32.96441,35.0,32.96064,35.0,33.33471,35.0,33.405464,35.0,33.247673,43.0,42.026154,33.0,31.504187
tv80_orig.bench,63.2558,62.0,2.025481127202511,53.0,52.486443,53.0,51.736904,53.0,52.021534,53.0,51.79043,53.0,51.889503,53.0,51.88263,53.0,52.01758,53.0,52.768707,53.0,52.84365,53.0,52.195168,63.0,62.809326,63.0,62.000042,63.0,62.146255,61.0,61.435852,62.0,62.102047,62.0,62.411766,62.0,62.292778,62.0,63.2558
aes_secworks_orig.bench,31.381132,35.0,10.33962219953537,38.0,36.51134,35.0,33.81618,35.0,34.414352,35.0,33.751163,35.0,33.062447,35.0,33.821404,35.0,33.236523,35.0,33.579853,35.0,33.577923,35.0,32.84086,35.0,33.793884,35.0,33.44506,35.0,33.59429,35.0,33.758232,35.0,33.88997,35.0,34.57852,43.0,41.173164,35.0,31.381132
aes_secworks_orig.bench,31.60765,33.0,4.219239950180054,38.0,37.265015,37.0,36.81411,37.0,35.55517,35.0,33.653564,35.0,33.327045,35.0,33.913513,35.0,33.70342,35.0,32.902752,35.0,33.1624,35.0,33.630722,35.0,33.184723,35.0,33.38678,35.0,32.83755,35.0,33.624893,40.0,37.976475,40.0,37.53863,45.0,44.131706,33.0,31.60765
max_orig.bench,161.75516,159.0,1.7328035086393356,287.0,291.44705,234.0,231.0415,234.0,229.74542,234.0,229.51346,227.0,223.6954,227.0,223.19385,221.0,219.90385,192.0,191.73369,192.0,192.7717,192.0,191.19662,192.0,191.28769,182.0,183.95123,182.0,184.3214,182.0,182.7227,173.0,178.01749,173.0,178.09618,173.0,176.23885,159.0,161.75516
aes_secworks_orig.bench,31.37662,34.0,7.715825736522675,37.0,36.583046,35.0,34.308586,35.0,34.61004,35.0,34.25055,35.0,33.1773,35.0,33.70983,35.0,33.784645,35.0,33.324997,35.0,33.07894,35.0,33.738354,35.0,32.944042,35.0,32.83712,35.0,33.277176,35.0,33.60618,35.0,33.698605,35.0,33.97404,42.0,42.506577,34.0,31.37662
tv80_orig.bench,56.076183,57.0,1.6207309439778328,53.0,52.919945,53.0,52.62816,53.0,52.458466,53.0,52.056072,53.0,51.792847,53.0,52.328342,54.0,53.355732,54.0,52.50975,54.0,53.680206,54.0,52.96745,63.0,62.936935,63.0,63.15149,63.0,63.157883,65.0,66.552284,64.0,64.551056,64.0,63.130836,65.0,65.66096,57.0,56.076183
max_orig.bench,161.06342,168.0,4.128919169306755,287.0,291.44705,234.0,231.0415,234.0,229.74542,234.0,229.51346,227.0,223.6954,227.0,223.19383,227.0,224.04395,194.0,192.19092,194.0,193.01245,194.0,191.17369,194.0,190.97282,185.0,183.04419,185.0,183.92451,185.0,182.26144,185.0,176.81566,185.0,178.29211,185.0,176.12996,168.0,161.06342
tv80_orig.bench,48.129868,50.0,3.7402648478746414,53.0,51.09906,53.0,51.34449,53.0,51.29644,53.0,51.004997,53.0,51.066578,53.0,50.868637,53.0,50.94449,53.0,50.51833,53.0,50.89051,53.0,50.79035,53.0,50.269867,53.0,50.769985,53.0,50.450226,53.0,50.659523,53.0,50.62731,53.0,50.3371,53.0,50.21483,50.0,48.129868
tv80_orig.bench,48.35926,49.0,1.3076314702630043,53.0,51.09906,53.0,51.34449,53.0,51.28908,52.0,51.121544,52.0,50.639687,52.0,50.919014,52.0,50.558064,52.0,50.699776,52.0,50.501625,52.0,50.800938,52.0,50.287746,52.0,50.472816,52.0,50.326942,52.0,50.454105,52.0,50.680313,52.0,50.36426,52.0,50.420166,49.0,48.35926
tv80_orig.bench,47.95274,49.0,2.1372659131884575,53.0,51.09906,53.0,51.34449,53.0,51.29644,52.0,51.07529,52.0,50.45687,52.0,50.581528,52.0,50.44233,52.0,50.63872,52.0,50.39675,52.0,50.514465,52.0,50.25812,52.0,50.35003,52.0,50.272713,52.0,50.404427,52.0,50.584717,52.0,50.49283,52.0,50.175285,49.0,47.95274
aes_secworks_orig.bench,31.72101,33.0,3.8757264614105225,41.0,37.77684,38.0,37.154823,37.0,35.52532,35.0,33.658398,35.0,34.24389,35.0,34.437824,35.0,33.600822,35.0,34.024963,35.0,33.51056,35.0,33.652283,35.0,33.469063,35.0,33.96969,35.0,33.91253,35.0,33.887177,40.0,39.5946,40.0,37.11374,45.0,44.77492,33.0,31.72101
max_orig.bench,196.52286,201.0,2.227433957159519,287.0,291.65994,287.0,293.29587,287.0,293.52585,287.0,291.2855,287.0,292.527,287.0,290.89218,287.0,291.936,217.0,208.84534,217.0,209.2905,217.0,208.00398,292.0,292.70218,208.0,203.97232,208.0,203.3453,208.0,202.25931,201.0,196.76086,201.0,196.34818,201.0,196.4273,201.0,196.52286
max_orig.bench,169.49025,174.0,2.5918105617165565,287.0,291.39456,234.0,229.53314,234.0,228.2512,234.0,228.3825,234.0,228.38934,234.0,228.05087,234.0,226.50735,202.0,197.64825,202.0,198.60297,202.0,196.67932,292.0,295.56857,202.0,197.83005,202.0,196.4226,202.0,195.01402,190.0,189.38504,190.0,188.69269,187.0,185.58546,174.0,169.49025
max_orig.bench,160.40558,161.0,0.3692058380693197,287.0,291.44705,234.0,231.04149,234.0,229.74542,234.0,229.51346,227.0,223.6954,227.0,223.19385,227.0,223.67857,194.0,192.1776,194.0,193.02048,194.0,192.09091,194.0,191.16614,185.0,183.84879,185.0,184.20192,185.0,182.52347,177.0,176.59317,177.0,177.43546,177.0,175.29543,161.0,160.40558
tv80_orig.bench,49.285496,51.0,3.361773118376732,53.0,52.486443,53.0,50.90692,53.0,50.902237,53.0,51.081764,53.0,51.438534,53.0,51.12816,53.0,51.549965,53.0,51.08438,53.0,51.3712,53.0,51.39097,53.0,50.875015,53.0,50.8629,53.0,50.846474,53.0,51.403316,53.0,51.394127,53.0,50.552547,53.0,50.82908,51.0,49.285496
aes_secworks_orig.bench,32.225815,34.0,5.21819181740284,37.0,36.583046,37.0,36.564022,37.0,36.42389,37.0,35.93517,37.0,35.484764,37.0,35.51843,37.0,34.83915,37.0,35.27594,37.0,35.32574,37.0,34.86107,37.0,34.46408,35.0,32.72502,35.0,33.626312,35.0,33.487434,40.0,37.884506,40.0,37.307076,44.0,44.054413,34.0,32.225815
tv80_orig.bench,55.924828,56.0,0.13423647033050656,53.0,52.486443,53.0,51.988174,53.0,52.505653,53.0,51.42826,53.0,51.775528,53.0,51.615482,53.0,53.20953,53.0,53.980827,53.0,53.774727,53.0,52.6945,65.0,62.42551,65.0,63.87849,65.0,63.68317,65.0,62.51856,66.0,63.78236,66.0,65.02268,66.0,65.20691,56.0,55.924828
aes_secworks_orig.bench,31.380527,33.0,4.90749254822731,41.0,37.77684,37.0,35.789825,37.0,35.455685,37.0,35.93063,37.0,34.438313,37.0,34.55809,37.0,34.227592,37.0,34.369034,37.0,34.4116,37.0,35.17897,35.0,33.278423,35.0,33.700268,35.0,33.814125,35.0,34.03368,40.0,38.59668,40.0,36.39895,46.0,44.00743,33.0,31.380527
aes_secworks_orig.bench,33.06092,35.0,5.540226399898529,38.0,35.959606,37.0,36.01183,37.0,35.904644,37.0,35.23568,37.0,35.198387,37.0,35.089592,37.0,34.51765,37.0,34.356663,37.0,34.332497,35.0,33.34485,35.0,33.579964,35.0,34.03268,35.0,33.94307,35.0,34.49468,40.0,39.84767,40.0,39.004166,40.0,38.247776,35.0,33.06092
tv80_orig.bench,56.819557,58.0,2.035246230661869,53.0,52.45282,53.0,52.483196,53.0,52.272255,53.0,52.410065,53.0,52.173477,53.0,52.644386,54.0,53.768917,54.0,52.31453,54.0,53.31846,54.0,52.628426,63.0,64.13155,63.0,64.19693,63.0,64.236664,65.0,66.26543,64.0,65.26905,64.0,65.404755,67.0,66.62717,58.0,56.819557
tv80_orig.bench,55.412968,54.0,2.6166068390011787,53.0,52.486443,53.0,51.722267,53.0,51.356026,53.0,51.1313,53.0,51.514236,53.0,51.405746,53.0,52.50721,53.0,52.783134,53.0,52.444794,53.0,52.232544,63.0,63.030785,63.0,63.165684,63.0,63.265144,63.0,62.108772,63.0,61.826843,63.0,63.420662,63.0,64.92791,54.0,55.412968
max_orig.bench,170.11531,173.0,1.6674505546689034,234.0,227.53616,234.0,226.50105,234.0,229.21472,234.0,228.23691,227.0,222.54181,227.0,224.7441,221.0,219.31644,192.0,188.14395,192.0,188.82436,192.0,187.88048,192.0,187.7906,182.0,178.40607,182.0,178.53275,182.0,177.00471,173.0,172.49042,173.0,173.66866,173.0,171.54086,173.0,170.11531
aes_secworks_orig.bench,32.026447,33.0,2.9501596465706825,38.0,37.065315,35.0,33.80431,35.0,33.85965,35.0,33.94055,35.0,33.125557,35.0,33.3819,35.0,33.348186,35.0,33.177406,35.0,33.53576,35.0,33.86399,35.0,33.419815,35.0,33.063583,35.0,32.302208,35.0,33.66191,35.0,33.75068,35.0,33.70851,35.0,33.513252,33.0,32.026447
aes_secworks_orig.bench,31.327541,33.0,5.068056657910347,41.0,37.741352,38.0,36.461357,35.0,33.976562,35.0,33.31201,35.0,33.699814,35.0,33.432755,35.0,33.644928,35.0,33.70244,35.0,33.417557,35.0,33.570095,35.0,33.04883,35.0,33.116814,35.0,33.282608,35.0,33.514744,35.0,33.54667,35.0,33.775787,43.0,41.810646,33.0,31.327541
aes_secworks_orig.bench,31.519545,33.0,4.48622852563858,41.0,37.77684,37.0,35.789825,37.0,35.520424,36.0,35.014828,36.0,34.78313,36.0,34.63173,36.0,34.28781,36.0,34.373444,36.0,34.319443,36.0,34.328445,35.0,33.406445,35.0,33.90685,35.0,33.822754,35.0,34.219837,40.0,38.018986,40.0,36.968815,46.0,43.77347,33.0,31.519545
aes_secworks_orig.bench,31.753275,33.0,3.77795472741127,41.0,37.77684,37.0,36.513874,37.0,36.58854,36.0,35.220375,36.0,34.865032,36.0,34.69161,36.0,33.994488,36.0,34.16198,36.0,34.189514,36.0,33.883114,36.0,34.015915,36.0,33.811256,36.0,33.820396,36.0,34.491264,41.0,37.979813,41.0,37.6226,46.0,44.246117,33.0,31.753275
